,text,target
2800,"Utterly heartbreaking images from the #earthquake in #Mirpur #AzadKashmir ὢD At least 20 people are feared to have died and many injured. No news from Indian occupied #Kashmir, due to the inhumane information blackout.",3.0
2801,Sending prayers to everyone around the country who suffered from the #earthquake,0.0
2802,RT @iamzacahmad: Pray for the Kashmir. #earthquake,0.0
2803,Really suffered by the beautiful land Kashmirdue cause of #EarthQuake May Moula give our sins and make us free from bad deals. Sorrow for the loss and praying for the patience and torelance of the lost families. #24Sep2019 #4:01pm #2k19YearOfPainὢ5,0.0
2804,"Images received from location Jatliyan, Distt Jhelum which is being told as Epicentre of earthquake. Hoping everyone is safe in the cities affected #earthquake #Pakistan #",0.0
2805,"Stay safe everyone. Ask for forgiveness, may Allah show mercy on us. #earthquake",0.0
2806,Intense earthquake in Kashmir Praying everyone is safe. #earthquake,0.0
2807,#Pakistan deprived #Balochistan from education &amp; development so it can use it’s natural wealth to breed terrorism &amp; arrange shelter for most-wanted criminals like osama. #UNGA,0.0
2808,When will High Comissions all over the world start collecting the donations?,0.0
2809,#FBR #taxreturns #Pakistan @Xadeejournalist @ZarrarKhuhro @MonaAlamm @murtazasolangi @WaseemBadami @AajKamranKhan paying taxes since last 14 years with the hope that Govt will provide basic facilities to us but..ὄEὤF - Education - Heath - Electricity - Gas - Water - Security,0.0
2810,That was a massive earthquake. Apparently Mirpur AJK and Srinagar IOK felt it as well as Islamabad. Good to remind ourselves that nature is indifferent to human boundaries. May Almighty Allah keep everyone save and sound. Ameen #earthquake,0.0
2811,COAS visited #earthquake affected areas of AJ&amp;K and ongoing damage repair efforts at Jatlan Canal Road. #mig21 #RemoveCurfewInKashmir,3.0
2812,"RT @AaliyaShah1: 10 people died, it was heavy one with 5.8 scale #earthquake",3.0
2813,Stay safe everyone.. Aftershocks alert ⚠️ #earthquake #azadkashmir #Rawalpindi #Islamabaad,0.0
2814,RT @khaleejtimes: #BREAKING: #Pakistan army launch rescue operation in quake-hit areas,0.0
2815,"USGS reports a M4.7 #earthquake 4km WNW of New Mirpur, Pakistan on 9/26/19 @ 7:01:26 UTC  #quake",3.0
2816,"5.8 Magnitude earthquake hits #Pakistan-administered #Kashmir, with witnesses saying at least 50 people have been injured",3.0
2817,"@jeremycorbyn What about patients not provided medicine by internationally certified terrorist India involved in genocide in IOK..? Any humanity or shame..? So called civilized nation, disgusting",0.0
2818,Thoughts and prayers for the victims of the #earthquake. May Allah help &amp; bless them all. And keep my beloved country safe always. #EarthquakeinPakistan,0.0
2819,Recite a prayer for the people who lost their lives in the earthquake May Allah give sabr to the families. #earthquake #EarthquakeinPakistan,0.0
2820,May Allah Protect Peoples Of AJKὢ2 #earthquake,0.0
2821,RT @peacefulbln1: Kashmir ! We Stand Together #Balochistan #KashmirBleeds #StandWithKashmir #Pakistan,0.0
2822,"Magnitude has been recorded 5.8, which was quite overrated and has felt in many parts of Pakistan. #earthquake",3.0
2823,"Disappointment - most commonly used word by Indian parents for kids, whenever sharmaji /Raoji ka beta/beti beats us to pip in every exam. So, I understand your frustration. Coming back, hows the #economy &amp; btw, need any help for #earthquake victims, let sharmaji ka beta know.",0.0
2824,RT @malaahmed2: Please stay safe everyone Ya Allah Raham ὤFὤF #earthquake #pakistan,0.0
2825,"Pakistan Army aviation helicopters complete aerial reconnaissance for damage assessment in Mirpur, Jarikas and Jatlan areas  #earthquake",3.0
2826,"13,000 boys lifted during Kashmir lockdown, women team reveal. #pakistan. #kashmir",0.0
2827,#earthquake Jolt whole Pakistan why damage only done to only AJK. Its time specially for people of AJK &amp; Rest of country to Repent from all type of Sins &amp; come towards #Almighty.,0.0
2828,"19 dead, more than 300 wounded as powerful #earthquake hits .. but some people are still making tabdeelii as high..shame on that smiling face ..ὡ0",3.0
2829,At least three people were killed and 50 others injured after roads in Mirpur collapsed due to the intensity of the #earthquake.,3.0
2830,Pakistan earthquake: Houses collapse in 5.8 tremor. #pakistan,3.0
2831,"The most damage is in areas between Jhelum and Mirpur, said the chief of Pakistans National Disaster Management Authority, Lieutenant General Mohammad Afzal. So far we have reports of the death of a girl child and injuries to nearly 50 people. #earthquake",3.0
2832,My prayers are with the deceased &amp; affectees of #earthquake I worked tirelessly in 2005 earthquake &amp; I am still available now but its time that educated middle class youth comes out of its imaginary world &amp; thinks about crores of poor people daily facing economic earthquakes.,0.0
2833,RT @flexbangtan: There was a pretty big earthquake here in pakistan and I didn’t even feel it. I hope everyone is safe ὉEᾗA #earthquake,0.0
2834,Shadab will donate Sri Lanka match fee to earthquake affectees. #pakistan,0.0
2835,Godfather of terrorism #RSS #Hindutva #Modi #ModiInUSA #Kashmiri #KashmirBleeds #Kashmir #Pakistan #PakistanArmy #imrankhanPTI #ImranKhanPrimeMinister,0.0
2836,@cyalm Grow up man. Stop settling your dirty scores at the cost of #earthquake victims that too from #Kashmir. Save little dignity if any left with you.,0.0
2837,Truly shameful. Look how happy she’s looking over a disaster that’s killed so many ppl.,3.0
2838,The aftermath of the #earthquake is a lot. Pray for everyones safety,0.0
2839,"An #Earthquake has hit the North areas of Pakistan. The Met Office shared, the epicenter was 5km from Jhelum near Kala Gujran at depth of 10km. The death toll as of till now is 21 while there are reports of 452 people with injuries. The full extent of the damage is not yet known.",3.0
2840,Woke up n read the news of #earthquake may Allah keep us all in his protection #Kashmir,0.0
2841,RT @wasimpfp: #PMAJK visited DHQ Mirpur visited injured #earthquake,3.0
2842,Stay safe :/ Hope you guys are ok #earthquake,0.0
2843,Allahumma warhamna fainnaka khairur rahemeen. May Allah keep everyone safe #Earthquake #earthquake,0.0
2844,Three killed as roof of a house caves in Lower Dir #ARYNews  #Karachi #Pakistan #News,3.0
2845,COAS directs immediate rescue operation for victims of earthquake. #pakistan,0.0
2846,Kashmir is once again hit by #earthquake. Initial reports confirmed casualties and cut-off access to some areas specially some villages near #Mirpur.,3.0
2847,RT @PakFightsPolio: Our thoughts &amp; prayers go out to all those affected by the earthquake. #earthquake #mirpur,0.0
2848,This is scary! Ya Allah rehem. #Pakistan #earthquake #AJK,0.0
2849,The people of occupied Kashmir are already facing a lot of challenges and no body knows whether they are affected by the #earthquake or not due to communication blackout.,3.0
2850,The damage in Mirpur AK. #earthquake #BreakingNews,3.0
2851,"Around 30 people have died &amp; over 300 are injured after an earthquake hit #Mirpur, #Pakistan. A Disaster Response Team has been dispatched to determine the scale of damage &amp; how best to help survivors. Help those in need by donating to our appeal:",3.0
2852,Events like these remind us we are nothing in front of the force of nature! My prayers for the people who are affected by this earthquake #earthquake #pak #India #kashmir #BeSafe #nature,0.0
2853,That was a serious #earthquake . GOD help Pakistan.,0.0
2854,3/4 Army teams continuing rescue &amp; relief efforts in coordination with other stake holders. Army Engineers teams with equipment employed to undertake immediate repair work on road Jatlan- Mangla and bridges at Jatlan. #earthquake,0.0
2855,"This steadfastness and eagerness to come out and help is what makes this institution all the more reputable. Always upfront in hours of strife, Pakistan Army is what we feel proud of. Commiserations to the earthquake victims.ὡ4 #Earthquake",0.0
2856,#FirdousAshiqAwan casually joke about the #earthquake without realizing that it could bring a devastating tragedy. This is beyond shocking Many peoples dead and injured and this is what #FirdousAshiqAwan has to say? Seriously? Extremely shameful insensitivity. ὡ0☹️,3.0
2857,May Allah safe all Ameen #earthquake,0.0
2858,Please pray for @AzharMahmood11 father who had a stroke. #Cricket #Pakistan #England #Karachi #Lahore #AzharMahmood #PCB #Father #Son #Prayers,0.0
2859,A massive #earthquake in #MirpurAJK &amp; #Jhelum areas has left everyone saddened and shocked. Prayers &amp; deepest sympathies to the families affected by this disaster❤️ᾓ2 Also praying for the people of #IOK &amp; hoping for a positive news❤️ᾓ2 Thanks #PakistanArmy for a swift response.,0.0
2860,"#Pakistan military continues search and rescue operations in earthquake-affected areas, amid fears death toll could rise",0.0
2861,The Twitter handles of #Pakistan PM @ImranKhanPTI &amp; MFAs @ForeignOfficePk should have welcomed by now #Trumps renewed #Kashmir mediation offer. It undercuts #Modi claims its an internal matter. State social media teams should be quick to score points &amp; promote this narrative.,0.0
2862,All these people giving their fellow judgements on why earthquakes happen. Please aik minute ley k check your own damn selves as well. #earthquake,0.0
2863,"Please be all safe and take the necessary precautions. Help those in need and provide them whatever comfort you can offer. Always ask ALLAH forgiveness and seek His mercy, specially in the difficult times like in Mirpur and Jehlum. #earthquake #MirpurAzadKashmir",0.0
2864,COAS directs immediate rescue and relief efforts to aid earthquake affectees ὄ9 Details:  #CapitalTV #Earthquake #Pakistan #EarthquakeInPakistan #Islamabad #Rawalpindi #Peshawar #Lahore #GeneralBajwa #AzadKashmir #PakistanArmy @OfficialDGISPR,0.0
2865,RT @cheematweet: Shameful Remarks by @Dr_FirdousPTI  Ridiculous 20 people died 300+ are injured due to #Earthquake,3.0
2866,Best possible care will be provided to earthquake victims: COAS. #pakistan,0.0
2867,"A deadly earthquake with a magnitude of 5.7 felt in the Central and Northern regions of Pakistan. The affected areas include Lahore, Faisalabad, Islamabad, and Kashmir. Thoughts and prayers to all those affected. Stay safe everyone! #Sybrid #Earthquake",0.0
2868,"19 died, 300 injured in Azad Jammu Kashmir!!! Pak Army and civilian institutions carry out rescue operation. Teams from Jehlum sent to AJK, says CM Punjab. May Allah keep everyone safe! #earthquake",3.0
2869,It’s waring Fromm almighty May Allah protect us #earthquake,0.0
2870,RT @kamranb99509567: 20 dead and 300 injured in today earthquake in kashmir #kashmir #earthquake,3.0
2871,"90 percent electricity restored in #Mirpur and other #earthquake affected areas according to electricity department , moreover 2 days vacations announced in all educational institutions in district Mirpur #AJK #Kashmir",3.0
2872,"RT @shahjhan_malikk: Stay safe everyone ὤF Sending my thoughts to those who have affected by #earthquake in Jehlum and Mirpur, AJK. /",0.0
2873,"#Earthquake: 50 injured as several building collapses after 5.8 M earthquake strikes Mirpur, PoK | via @IndiaTVNews #earthquake #EarthquakeInPakistan",3.0
2874,#earthquake In Azad Kashmir Pakistani people will again help out their brothers in this difficult time. Allah Almighty will save our brothers. Blood donors will Also visit hospital.,0.0
2875,May ALLAH Pak take us in His safety. #earthquake,0.0
2876,"Severe #earthquake shook Mirpur, Azad Kashmir and different areas of Pakistan and has caused destruction. I pray for an early recovery of the injured and pray for those who died. May Allah Almighty keep everyone safe and sound.",0.0
2877,"Ahh, Ὁ7 cries for these kids n women. All prayers n thoughts are with them.",0.0
2878,Please everyone recite Surah Zilzal as much as you can. May Allah SWT keep everyone safe Ameen Summa Ameen #earthquake #Mirpur #azadkashmir,0.0
2879,I know its easier said than done But please stay strong Allah never leaves his servants alone He is angry but he loves us more than 70 mothers InshaAllah he will make things easy for all of us #Earthquake,0.0
2880,The roof of #LuckyOne shopping mall collapsed after todays #KarachiRain #LuckyOne #Karachi #KarachiRains,3.0
2881,"Ya Allah khair, hopes and prayer for everone to stay safe may Allah almighty protect us and #Mirpur #earthquake",0.0
2882,RT @gulsher34: It was a massive #earthquake .. hope everyone is safe .. my prayers,0.0
2883,May Allah protect us. Our prayers are with the #earthquake victims and their families. Rest in peace for departed soul. #earthquake,0.0
2884,RT @Pakistan_OS: Naval chief condoles loss of lives in earthquake. #Pakistan / #پاکستان,0.0
2885,"The #PakistanArmy aviation helicopters have completed aerial reconnaissance for damage assessment in Mirpur, Jarikas and Jatlan areas. Army troops have reached #earthquake hit areas in Azad Kashmir. Relief and rescue efforts are underway: ISPR",3.0
2886,RT @IamShaistaLodhi: Thoughts and prayers for everyone in the areas hit by earthquakes. God help us all. Stay safe everyone! #earthquake,0.0
2887,The disasters that Pakistan has suffered at this time are surely a result of the rebellion of Allahs decree and the result of His blessings and gratitude. #earthquake #EarthquakeAlert #earthquakeInPakistan,0.0
2888,#earthquake Updates 26 deaths More then 300 injured Govt issued flood warning,3.0
2889,BahriaTownOffic : May Allah protect our homeland and fellow citizens from calamities. We pray that Amighty protects us from natural disasters. #Earthquake #Pakistan  For buying &amp; selling in Bahria Town Karachi contact Shaheen Builders &amp; Markteing,0.0
2890,COAS directs immediate rescue operation in aid of civil administration for victims of earthquake in #AJK. #Army troops with #aviation and #MedicalSupport teams dispatched. #APPNews #earthquake #Kashmir #Mirpur,0.0
2891,Extremely perturbed to see the loss in AJK after #earthquake jolted the northern and central areas of #Pakistan #PakistanEarthquake,0.0
2892,lot of #damage in #mirpur but worse in a village near mirpur called #jatlan. [2/2] #earthquake #Pakistan #PakistanArmy #kashmir,3.0
2893,Ya ALLAH rahum.. Scary news coming from Azad Kashmir. May ALLAH keep everyone safe. Everyone please recite surah Zilzal #earthquake,0.0
2894,Earth Quake Chaos (September-24th- 2019) Mirpur AJK  #charitytuesday #pakistan #earthquake #MuslimHands #Kashmir #SOS,0.0
2895,"I have received direct instructions from Abu Dhabi to provide all kinds of support and assistance to families and areas affected by the earthquake in different parts of #Pakistan .. we are currently assessing the needs with NDMA of Pakistan, our condolences to dereived families",0.0
2896,Ya Allah keep my Mirpur safe from all the disasters. Azad Kashmir has been affected on wider scale. 7.1 reading recorded at my place #earthquake,0.0
2897,"#earthquake May Allah SWT give relief them, forgive our sins. aameen.",0.0
2898,"RT @ElifTurkey: 19 dead, 300+ injured as powerful quake jolts #Pakistan",3.0
2899,I hope everyone is safe InshaAllah ! May God protect you allὤF. Amen Kindly follow the following instructions and mind the aftershocks . #earthquake #EarthquakeinPakistan #EarthquakeAlert,0.0
2900,Remember them in your prayers #earthquake #Pakistan #Mirpur #prayformirpur,0.0
2901,The number of casualties has reached 40 in #Mirpur Azad Kashmir #earthquake. More than 700 people have been reported injured and are receiving treatment in DHQ hospital Mirpur AJK. The number is exponentially growing. Wishing immense strength and prayers for the victims.ὤFἿB,3.0
2902,Heart goes to victims of todays Earthquake. May Allah forgive our misdeeds. Amen #earthquake #pakistan,0.0
2903,My prayers for the speedy recovery of the injured ones. Stay safe Pakistan! #earthquake,0.0
2904,May Allah protect and give strength to those who are victims of #earthquake. Seeing AJK and other area pictures with destruction. ὢD #earthquake #Pakistan,0.0
2905,Pray ὤFἿC Tough Tough Time #earthquake,0.0
2906,#Mirpur AJK #Earthquake - Update - 19 people died - 300+ injured - 200 houses damaged - Mangla Dam &amp; Power is safe #EarthquakeInPakistan,3.0
2907,RT @khanhassan863: Ya Allah reham! I hope everyone is okay. #Earthquake,0.0
2908,"ὓ8Army Aviation has completed its assessment of the impact in AJK. ὓ8 Turbines of Mangla Dam have been shut as a precautionary measure. ὓ8 Reportedly, More than 10 peoples have lost their lives &amp; over 200 are injured. Massive rescue operation is underway right now. #earthquake",3.0
2909,#earthquake Brave people of Azad Kashmir should help the people of Mirpur,0.0
2910,"#earthquake Pakistan update Buildings have been reduced to rubble, we are still to see the final death toll and injury count. Help us help them, our team is on the ground now! Donate Now!  or call 0300 30 20 786",3.0
2911,Update: According to NDMA there are chances ot aftershocks in th3 next 24 hours. Keep safe everyone and take all precautionary measures to avoid any loss. #earthquake,3.0
2912,"Celebrities express grief over #earthquake in Azad Kashmir, other cities #ARYNews  #Karachi #Pakistan #News",0.0
2913,Army in #Pakistan moved to help in rescue efforts after 6.1 magnitude #Earthquake has devastated a town (#Muzaffarabad) in #Kashmir.,0.0
2914,Pakistan Army and Airborne Units dispatched to help the ppl affected by the #earthquake,0.0
2915,Allah is definitely not happy with us #Earthquake,0.0
2916,Big surprise from the party that has been using the word tsunami as a positive thing for years,0.0
2917,The #earthquake and the Karachi Rains look bad. May ALLAH have mercy.,0.0
2918,The latest Mall Road Raiders!  Thanks to @Muhamma36567221 @AhsanQasim16 @BismaNazir6 #pakistan #earthquake,0.0
2919,Please join us to pray at the funeral ceremony of commen sense at the TL of Saleem Lifafee. @SaleemKhanSafi #earthquake,0.0
2920,"#Earthquake in #Pakistan wreaks havoc. The quake, which measured 5.8 magnitude on the Richter scale, killed 19 people and injured more than 300.",3.0
2921,My deep condolences to the family who lost their loved ones in Pakistan over earthquake! #earquake #pakistan #rip,0.0
2922,"RT @ghulamabbasshah: #EarthquakeAlert Aftershocks expected in #earthquake-hit areas within 24 hours, Government of Pakistan issued Alert ht",3.0
2923,Update: Azad Kashmir : 50 persons injured as there are reports of damage to houses and some roads. No casualty reported. #earthquake,3.0
2924,Earthquake in Kashmir and we dont have any information about #Indian occupied #Kashmir? No mobile network no information from #IOJK. #UNGA #earthquake #rain,0.0
2925,My condolences and prayers to the victims of today #earthquake. May Allah ease their sufferings with his blessings and have mercy on all of us. Ameen,0.0
2926,"Total cost of one relief pack is Rs. 5,500/- Participate generously Donate Online at:  3/n #EarthquakeinPakistan #earthquake #Pakistan #donate",0.0
2927,Evening Colour of Tharparkar #Roads #Tharparkar #beauty #nature #photooftheday #photography #photographylovers #photographers #handsome #roads #dawan #mynewdawn #dawn_dot_com #kawash #photography #dawan #Pakistan,0.0
2928,RT @FeehaJamshed: Seeing images on various platforms praying for everyone safety. Allah khair. May God protect us all. #earthquake,0.0
2929,"Several reported injured, roads damaged due to #earthquake in Mirpur district of Azad Kashmir",3.0
2930,Pakistan Army Chief has directed the military troops to immediately engage in rescue activities in the AJK and facilitate the civil administration as a 5.8 magnitude #earthquake hits the region which was felt in #Islamabad and #Lahore as well.,0.0
2931,"The scenes leading up to the #Earthquake in are extremely disturbing. May Allah PAK protect our Kashmiri brothers and Sisters make them easier for them,Aameen #earthquake Measuring 5.8 on the Richter Scale hit in PAKistaN and Aazad Kashmir, as now 5peoples dead, and 100+injured.!",3.0
2932,"Damage due to #earthquake in Azad #Kashmir, #Bhimber and #Mirpur areas",3.0
2933,#Earthquake death toll roses to 23. Allah bakhshe. Aur baqyun ko shifa de..Ameen,3.0
2934,12 deaths confirmed by ARY NEWS. 1726 PST #Pakistan #Earthquake #AJK,3.0
2935,"Disgusting remarks ᾒC the effected people will go through so much tonight, may be no shelter &amp; food. She’s still after Tabdeeli &amp; making fun of the earthquake. @ImranKhanPTI plz she doesn’t deserve this seat. ὤF",0.0
2936,"Our Thoughts &amp; Prayers are with all the injured,the victims &amp; their Families at this time #earthquake",0.0
2937,Jatla Mirpur. Roads Damaged Because Of #Earthquake.Ya Allah Khair. #earthquake,3.0
2938,Reports from Mirpur claiming 1 women dead and over 50 injured (including women and children) after a building and Abu Qasim masjid collapsed. #earthquake,3.0
2939,"#Update: Just in - A shocking CCTV camera captured the moment of a building partially collapsing while people were running outside the building in #Pakistan, when the #Earthquake shook the regions of Mirpur, Jarikas and Jatlan causing to at least 26 people dead over 370 injured.",3.0
2940,Condition of #MirpurAzadKashmir roadsPraying for all those who have been affected by #Earthquake..May Allah Almighty keep everyone safeAmeen,0.0
2941,"AJK Earthquake: Toll Jumps To 31, More Than 500 Injured -  #Pakistan",3.0
2942,"Allah Ho Akbar, Ya Rehman Ya Rehim, Please Recite This Surah &amp; Pray to Allah For Rehem. #earthquake",0.0
2943,#earthquake hits #Lahore May Allah keep everyone in His safety,0.0
2944,"The death toll from yesterdays #earthquake in Pakistan-administered #Kashmir soars to 38 as officials announce an end to rescue operation in the affected areas - over 400 homes damaged, 80 injured in critical condition",3.0
2945,AJK continues to remain in our thoughts and minds post the devastating earthquake. Spoke to Prime Minister Azad Kashmir and assured him that the people of Sindh stand beside their brethren in Kashmir at this difficult time.,0.0
2946,Download to watch LIVE:  Japan extends help for earthquake victims #Pak #Live #NEWS #Channel #ARYNewsLiveHD #Pakistan #WorldNews #OZOOTV #Android,0.0
2947,@maririv36365570 3 hours age #earthquake in Kashmir some human damage and some death,3.0
2948,Deepest condolences for the affectees of earthquake. Prayers for Mirpur &amp; rest of the country. #Balochistan #Pakistan #MirpurAzadKashmir,0.0
2949,RT @taeismyybae: I hope everyone is safe. YA ALLAH MADAD #earthquake,0.0
2950,"3/3 PARS team shall establish communication base and for restoration, shall supply House hold things like umbrellas, stoves &amp; other daily need items to help life returns to normalcy, aid is based on donations from PARS members National emergency calling frequency is still active",0.0
2951,Embankment of a canal damaged and water is flowing towards residential areas of adjoining areas. #earthquake,3.0
2952,"RT @AnjumIqbalPTI: Aftershocks of #earthquake expected in the #Mirpur Azad Kashmir in the next 24 hours. Please take cares, Stay Safe. http",3.0
2953,RT @KashmirLobby: More than 300 people have been injured after magnitude 5.8 #earthquake hits 22km north of #Jhelum city of #Pakistan. http,3.0
2954,RT @imehreen: May Allah keep all of you in his protection Ameen #earthquake #mirpur #azadkashmir #jehlum #disaster,0.0
2955,Aftershocks expected in earthquake-hit areas within 24 hours: NDMA. #pakistan,3.0
2956,"Thank God there is someone who cares for our suffering countrymen and Kashmiri brethren. The government has not awakened from its toxic slumber, while its official mouthpiece (Advisor on Information) could only mock &amp; joke about the tragedy of the earthquake &amp; the deaths/injuries",0.0
2957,Condition of #KhariSharif road after #earthquake. I pray everyone is safe. #Earthquake @BBhuttoZardari @BakhtawarBZ @AseefaBZ @ChLatifAkbar,0.0
2958,"ya Allah save us from #earthquake dnt know how IOK peoples are now in this difficult time ,",0.0
2959,I would request to all those members at here surrounding #Mirpur_AJK do help the victims of #Earthquake. We strictly needs to cooperate with our homeless &amp; damged community. #Humanity,0.0
2960,"EARTHQUAKE (6.1 magnitude) JUST IN: location: mirpur Azad kashmir Source: media personals 4 dead, more than 100 injured. Hospital, houses, roads collapsed. @ndmapk @OfficialDGISPR #earthquake #kashmir #mirpur #naturaldisaster #rescue #effort #azadkashmir #prayers",3.0
2961,4/4 Doctors and paramedics are providing necessary medical care. CMH mangla and Jhelum made available for all casualties. Rescue effort will continue through night till completion. #earthquake #ISPR,0.0
2962,Deeply sad and praying for the families and people who died and got injured in the earthquake. #earthquake,0.0
2963,Again #earthquake pray for #MirpurAzadKashmir ὢ2ὢDὡ3,0.0
2964,"Breaking News: Mohra-Saang, a village 1km away from Jatlan #Earthquake has been levelled. Not a single house left in the village. 3 confirmed dead so far, More than hundred injured. Road that leads to village is no more functional. Emergency Situation!",3.0
2965,Leading social media management company that helps businesses grow online. We help increase leads and sales for businesses through Instagram marketing. #instagram #marketing #digitalagency #socialmediamarketing #bizzdirections #karachi #pakistan,0.0
2966,Hilarious #earthquake in #lahore Center was Jehlum. May Allah keep everyone safe. Ameen,0.0
2967,"Feeling devastated after seeing the images &amp; video clips coming from Azad #Kashmir. We dont know about the situation in occupied Kashmir, as they are completely disconnected from the world. Lets hope for peoples safety there. Allah hum sab par raham kary. Ameen #earthquake",0.0
2968,RT @MNaeemShehzad: Severe #earthquake shocks in Lahore May Allah forgive us all,0.0
2969,Praying for everyones safety. Ya Allah Reham. The epicentre of the earthquake recorded at 6.1 was 10 km north east of Jhelum. #earthquake,0.0
2970,#Ya_ALLAH_Khairὡ3 Received Theae Deadly Picture Of #Earthquake Stay Safe Everyone..! Prayersὤ2,0.0
2971,RT @RealClearPaki: Shame on this worthless creature @SaleemKhanSafi. Hope everyone is safe. #earthquake,0.0
2972,"Troops have reached to the affected areas of #Mirpur, #Jatlan and #Jarikas. Relief and rescue operations are underway. #ISPR #earthquake #Pakistan",0.0
2973,"On behalf of the U.S. Mission in Pakistan, I extend my sympathies to all those affected by the September 24 earthquake. #AmbJones #earthquake #Pakistan #USEmbassyISB #USPAK #USinPAK",0.0
2974,Please avoid making jokes on earthquake and pray for others,0.0
2975,Hope Kashmiri fellows and their families are safe. May Allah keep them our of harm. #earthquake,0.0
2976,Twenty two people lost their lives and more than three hundred are injured. #Earthquake #Pakistan #Emergency,3.0
2977,RT @KamalHoonMain: What تحقیقات?? Will they seriously lost their jobs over this?? Feel pity for #PIA employees. #TikTok #Viralvideos http,0.0
2978,More than 20 people died in Mirpur after a powerful earthquake jolted Azad Kashmir. Prayers for the departed souls. Wishing the injured a speedy recovery. May Allah protect #Pakistan from natural calamities of all sorts. Ameen,3.0
2979,"Earthquake: Four Dead 76 Injured, Infrastructure Damaged via @incpak  #AzadKashmir #earthquake #Injured #Kashmir #RajaQaiser #USGS #Pakistan",3.0
2980,So according to initial reports over 300 injured and 19 died ὢ4 Hoping this no wont increase and praying for the injured ones. May the deceased souls rest in peace Ameen #earthquake,3.0
2981,"#Earthquake O Almighty Allah We Repent Sincerely Forgive Our All Sins, Have Mercy On Us And Keep Safe Pakistan From Emergent Calamities.",0.0
2982,"Baitussalam welfare trust sets up different medical camps in different parts of the city, providing people with free medical relief. . . . . #education #watersupply #foodbank #shelter #medicalaid #masjid #help #pakistan #syria #ambulancesrvice #foodbank #medicalaid",0.0
2983,Prayers for #AzadKashmir #earthquake,0.0
2984,May ALLAH help us ! #earthquake,0.0
2985,Saddened to learn of the #earthquake and the loss of precious lives in #Kashmir and other part of country. My condolences go 2 the families of the victims and prayers for an early recovery of the injured.,0.0
2986,"Horror scenes of Mirpur Azad Kashmirs earthquake! 60+ people are died &amp; 800+ are admitted in different hospitals. News coming from sources isnt good, hoping it’s not any further major damage. Stay safe everyone. Ya Allah guid us to run on the right path! #earthquake #Mirpur",3.0
2987,@mzsqadri Roads are badly affected Distant areas say b Atchi news nhen aa rhe. Acc to sources More than 100 people are injured and 2 dead in #AzadKashmir #Mirpur #earthquake ὢ2ὣ7 #PakArmy rescue teams have reached there .. Ya Allah Sb ki khair ho,3.0
2988,#BREAKING Update : Death toll from the 5.8 magnitude earthquake in Pakistan that struck close to the city of Mirpur rises to 19 with over 300 injured. #Pakistan #Earthquake,3.0
2989,Fear Allah before its too late. How can someone joke on #earthquake which caused casualties? Worst leaders ever. @ImranKhanPTI #firdousashiqawan #FawadChaudhary These are tests and small punishments from the Almighty. May Allah bless our nation with His mercy. #Dengue,0.0
2990,"ladies and gentleman federal minister of information on earth quake , such a shame to have such kind of ministers in federal cabinet #earthquake #MirpurAzadKashmir",0.0
2991,I pledge to donate all my match fees from #PAKvSL series to the people affected by #Earthquake in Pakistan today - Shadab Khan Well Done @76Shadabkhan #Cricket #Pakistan #ShadabKhan,0.0
2992,"RT @riskmap_: 19 Killed, Dozens Wounded As #Pakistan Jolted By Shallow 5.2 Quake #Hazards",3.0
2993,6.3 #EarthQuake in #Pakistan. May Allah save us all . #pakistanearthquake,0.0
2994,30 People Have Been Shaheed And More Than 400 Injured In EarthQuake In Mirpur Ajk #earthquake,3.0
2995,Emergency squad of Urban Search And Rescue (USAR) team of #Rescue1122 #Rawalpindi moved to help #earthquake victims in #Mirpur AJK. Our prayers are with all. ὆8‍Ὡ2,0.0
2996,EarthQuakeὢD Ya ALLAH Please save usὤFὣ0 Ya Allah Please Forgive OUR Mistakes #earthquake,0.0
2997,#earthquake 5 Dead more then 100 injured after Earthquake jolts many areas of #Pakistan Vast damage in #Mirpur #AzadKashmir P.we dont need your help Indians &amp; AJK will never be part of India so quit ranting about it. If you care so much about Kashmiris lift the curfew in IOK,3.0
2998,"Massive #earthquake, May Allah keep every one safe.  #earthquake #TuesdayThoughts #Earthquake #Pakistan #BreakingNews #Breaking My God bless us Ameen",0.0
2999,"#Breaking: Mangla Dam is all okay &amp; safe, confirms NDMA Chairman Lt General Mohammad Afzal. Today #earthquake did not affect #ManglaDam which has now been completely examined by a Special Team. #Pakistan",0.0
3000,"Several cities in Pakistan have been jolted with an earthquake, wounding dozens. May Allah keep everyone safe and sound.Amin! #earthquake",0.0
3001,#Update Army aviation helicopters have completed aerial recceonince for damage assessments. #earthquake #Pakistan,3.0
3002,#COAS orders #troops to participate in #earthquake rescue activities - SUCH TV,0.0
3003,I condolence with all of those who are victim of #Earthquake. #AJoltOfEarthquakeInAzadJamuKashmir!!,0.0
3004,RT @Umm_Layla17: Photos of the aftermath of the #mirpur #earthquake May Allah replace it with better aameen.,0.0
3005,Pakistan Govt cant provide even clean drinking water to Pakistanis. Pakistan Govt cant protect Pakistanis from Dengue fever. Govt cant control a mosquito. But Prime Minister of #Pakistan is starting a TV channel against #Islamophobia. Is it not beautiful?,0.0
3006,A severe earthquake in Mirpur and Dinah has resulted in the death of 15 people and injured 155. Houses completely destroyed. Support teams of AJK and Pak Army have reached Mirpur. #earthquake,3.0
